Instance,Cell_Type,Output_Pin,Fanout,Worst_Slack,Path_Count
sbox1_U57,XNOR2xp5_bottom,sbox1_U57/Y,1,-43.372860,2
sbox1_U58,NAND2xp5_bottom,sbox1_U58/Y,1,91.975761,2
sbox1_U59,NAND2xp5_bottom,sbox1_U59/Y,1,-43.372860,2
sbox1_U6,XNOR2xp5_bottom,sbox1_U6/Y,1,-24.430569,2
sbox1_U60,XNOR2xp5_bottom,sbox1_U60/Y,1,43.828831,2
sbox1_U61,NAND2xp5_bottom,sbox1_U61/Y,1,49.442226,2
sbox1_U62,NAND2xp5_bottom,sbox1_U62/Y,1,43.828831,2
sbox1_U63,XOR2xp5_bottom,sbox1_U63/Y,1,33.544556,2
sbox1_U64,XOR2xp5_bottom,sbox1_U64/Y,1,33.544556,2
sbox1_U65,XNOR2xp5_bottom,sbox1_U65/Y,1,139.870331,2
sbox1_U67,XOR2xp5_bottom,sbox1_U67/Y,1,81.945503,2
sbox1_U68,XOR2xp5_bottom,sbox1_U68/Y,1,101.327110,2
sbox1_U69,NAND2xp5_bottom,sbox1_U69/Y,1,101.327110,2
sbox1_U7,XNOR2xp5_bottom,sbox1_U7/Y,1,30.885683,2
sbox1_U70,XOR2xp5_bottom,sbox1_U70/Y,1,101.327110,2
sbox1_U71,XOR2xp5_bottom,sbox1_U71/Y,1,-47.732487,2
sbox1_U72,XOR2xp5_bottom,sbox1_U72/Y,1,-47.732487,2
sbox1_U73,NAND2xp5_bottom,sbox1_U73/Y,1,-47.732487,2
sbox1_U74,XNOR2xp5_bottom,sbox1_U74/Y,3,-47.732487,6
sbox1_U75,NAND2xp5_bottom,sbox1_U75/Y,1,37.909397,2
sbox1_U76,NAND2xp5_bottom,sbox1_U76/Y,1,-6.235901,2
sbox1_U77,XNOR2xp5_bottom,sbox1_U77/Y,2,91.975761,4
sbox1_U79,XOR2xp5_bottom,sbox1_U79/Y,1,-1.611378,2
sbox1_U8,XNOR2xp5_bottom,sbox1_U8/Y,1,43.338223,2
sbox1_U80,XOR2xp5_bottom,sbox1_U80/Y,1,-1.611433,2
sbox1_U81,XNOR2xp5_bottom,sbox1_U81/Y,2,-0.020706,4
sbox1_U82,XNOR2xp5_bottom,sbox1_U82/Y,2,-0.020706,6
sbox1_U83,XOR2xp5_bottom,sbox1_U83/Y,1,116.928299,2
sbox1_U84,NAND2xp5_bottom,sbox1_U84/Y,1,116.928299,2
sbox1_U85,XOR2x2_bottom,sbox1_U85/Y,7,113.266953,10
sbox1_U86,XOR2xp5_bottom,sbox1_U86/Y,1,-24.430569,2
sbox1_U87,XOR2xp5_bottom,sbox1_U87/Y,1,-17.728485,2
sbox1_U88,NAND2xp5_bottom,sbox1_U88/Y,1,-17.728485,2
sbox1_U89,XNOR2xp5_bottom,sbox1_U89/Y,4,-47.732487,10
sbox1_U9,XNOR2xp5_bottom,sbox1_U9/Y,1,103.286156,2
sbox1_U90,OAI22xp5_bottom,sbox1_U90/Y,1,-47.732487,10
sbox1_U91,XNOR2xp5_bottom,sbox1_U91/Y,1,-23.836765,10
sbox1_U92,XNOR2xp5_bottom,sbox1_U92/Y,1,-47.732487,10
sbox1_U93,XNOR2xp5_bottom,sbox1_U93/Y,1,-47.732487,10
sbox1_U94,XNOR2xp5_bottom,sbox1_U94/Y,1,-24.430569,2
sbox1_U95,NAND2xp5_bottom,sbox1_U95/Y,1,-24.430569,2
sbox1_U96,NAND2xp5_bottom,sbox1_U96/Y,1,51.728344,2
sbox1_U97,XNOR2x2_bottom,sbox1_U97/Y,6,81.588013,10
sbox1_U98,OAI22xp5_bottom,sbox1_U98/Y,1,171.263779,44
sbox1_U99,XNOR2xp5_bottom,sbox1_U99/Y,1,171.263779,22
sbox1_ah_reg_reg_0_,DFFASRHQNx1_bottom,sbox1_ah_reg_reg_0_/QN,2,295.473663,100
sbox1_ah_reg_reg_1_,DFFASRHQNx1_bottom,sbox1_ah_reg_reg_1_/QN,5,283.427338,100
sbox1_ah_reg_reg_2_,DFFASRHQNx1_bottom,sbox1_ah_reg_reg_2_/QN,5,279.085510,100
sbox1_ah_reg_reg_3_,DFFASRHQNx1_bottom,sbox1_ah_reg_reg_3_/QN,4,287.029083,100
sbox1_alph_reg_0_,DFFASRHQNx1_bottom,sbox1_alph_reg_0_/QN,4,339.007538,100
sbox1_alph_reg_1_,DFFASRHQNx1_bottom,sbox1_alph_reg_1_/QN,4,341.203735,100
sbox1_alph_reg_2_,DFFASRHQNx1_bottom,sbox1_alph_reg_2_/QN,4,335.429901,100
sbox1_alph_reg_3_,DFFASRHQNx1_bottom,sbox1_alph_reg_3_/QN,4,339.791809,100
sbox1_to_invert_reg_0_,DFFASRHQNx1_bottom,sbox1_to_invert_reg_0_/QN,4,179.222641,100
sbox1_to_invert_reg_1_,DFFASRHQNx1_bottom,sbox1_to_invert_reg_1_/QN,4,162.976501,100
sbox1_to_invert_reg_2_,DFFASRHQNx1_bottom,sbox1_to_invert_reg_2_/QN,4,170.662582,100
sbox1_to_invert_reg_3_,DFFASRHQNx1_bottom,sbox1_to_invert_reg_3_/QN,6,155.538773,100
state_reg,DFFASRHQNx1_bottom,state_reg/QN,7,234.637863,100
sub1_FE_DBTC0_subbytes_data_o_72,INVx1_bottom,sub1_FE_DBTC0_subbytes_data_o_72/Y,3,563.895081,46
sub1_FE_DBTC10_subbytes_data_o_77,INVx1_bottom,sub1_FE_DBTC10_subbytes_data_o_77/Y,3,502.874969,94
sub1_FE_DBTC11_subbytes_data_o_13,INVx1_bottom,sub1_FE_DBTC11_subbytes_data_o_13/Y,3,501.942322,94
sub1_FE_DBTC12_subbytes_data_o_78,INVx1_bottom,sub1_FE_DBTC12_subbytes_data_o_78/Y,3,509.164276,100
sub1_FE_DBTC13_subbytes_data_o_14,INVx1_bottom,sub1_FE_DBTC13_subbytes_data_o_14/Y,3,507.558990,100
sub1_FE_DBTC14_subbytes_data_o_79,INVx1_bottom,sub1_FE_DBTC14_subbytes_data_o_79/Y,3,516.949463,100
sub1_FE_DBTC15_subbytes_data_o_15,INVx1_bottom,sub1_FE_DBTC15_subbytes_data_o_15/Y,3,508.293030,100
sub1_FE_DBTC16_subbytes_data_o_112,INVx1_bottom,sub1_FE_DBTC16_subbytes_data_o_112/Y,3,566.949341,46
sub1_FE_DBTC17_subbytes_data_o_80,INVx1_bottom,sub1_FE_DBTC17_subbytes_data_o_80/Y,3,564.910583,46
sub1_FE_DBTC18_subbytes_data_o_48,INVx1_bottom,sub1_FE_DBTC18_subbytes_data_o_48/Y,3,559.873169,46
sub1_FE_DBTC19_subbytes_data_o_16,INVx1_bottom,sub1_FE_DBTC19_subbytes_data_o_16/Y,3,554.691589,46
sub1_FE_DBTC1_subbytes_data_o_8,INVx1_bottom,sub1_FE_DBTC1_subbytes_data_o_8/Y,3,551.265686,46
sub1_FE_DBTC20_subbytes_data_o_113,INVx1_bottom,sub1_FE_DBTC20_subbytes_data_o_113/Y,3,563.567871,46
sub1_FE_DBTC21_subbytes_data_o_81,INVx1_bottom,sub1_FE_DBTC21_subbytes_data_o_81/Y,3,562.638489,46
sub1_FE_DBTC22_subbytes_data_o_49,INVx1_bottom,sub1_FE_DBTC22_subbytes_data_o_49/Y,3,557.498169,46
sub1_FE_DBTC23_subbytes_data_o_17,INVx1_bottom,sub1_FE_DBTC23_subbytes_data_o_17/Y,3,553.673279,46
sub1_FE_DBTC24_subbytes_data_o_114,INVx1_bottom,sub1_FE_DBTC24_subbytes_data_o_114/Y,3,516.313416,46
sub1_FE_DBTC25_subbytes_data_o_82,INVx1_bottom,sub1_FE_DBTC25_subbytes_data_o_82/Y,3,515.364990,46
sub1_FE_DBTC26_subbytes_data_o_50,INVx1_bottom,sub1_FE_DBTC26_subbytes_data_o_50/Y,3,510.764984,46
sub1_FE_DBTC27_subbytes_data_o_18,INVx1_bottom,sub1_FE_DBTC27_subbytes_data_o_18/Y,3,505.886322,46
sub1_FE_DBTC28_subbytes_data_o_115,INVx1_bottom,sub1_FE_DBTC28_subbytes_data_o_115/Y,3,516.079956,46
sub1_FE_DBTC29_subbytes_data_o_83,INVx1_bottom,sub1_FE_DBTC29_subbytes_data_o_83/Y,3,517.375793,46
sub1_FE_DBTC2_subbytes_data_o_73,INVx1_bottom,sub1_FE_DBTC2_subbytes_data_o_73/Y,3,563.885010,46
sub1_FE_DBTC30_subbytes_data_o_51,INVx1_bottom,sub1_FE_DBTC30_subbytes_data_o_51/Y,3,509.849274,46
sub1_FE_DBTC31_subbytes_data_o_19,INVx1_bottom,sub1_FE_DBTC31_subbytes_data_o_19/Y,3,507.002106,46
sub1_FE_DBTC32_subbytes_data_o_116,INVx1_bottom,sub1_FE_DBTC32_subbytes_data_o_116/Y,3,509.909332,46
sub1_FE_DBTC33_subbytes_data_o_84,INVx1_bottom,sub1_FE_DBTC33_subbytes_data_o_84/Y,3,510.666412,46
sub1_FE_DBTC34_subbytes_data_o_52,INVx1_bottom,sub1_FE_DBTC34_subbytes_data_o_52/Y,3,508.323608,46
sub1_FE_DBTC35_subbytes_data_o_20,INVx1_bottom,sub1_FE_DBTC35_subbytes_data_o_20/Y,3,507.095306,46
sub1_FE_DBTC36_subbytes_data_o_117,INVx1_bottom,sub1_FE_DBTC36_subbytes_data_o_117/Y,3,497.971893,94
sub1_FE_DBTC37_subbytes_data_o_85,INVx1_bottom,sub1_FE_DBTC37_subbytes_data_o_85/Y,3,499.018494,94
sub1_FE_DBTC38_subbytes_data_o_53,INVx1_bottom,sub1_FE_DBTC38_subbytes_data_o_53/Y,3,497.423004,94
sub1_FE_DBTC39_subbytes_data_o_21,INVx1_bottom,sub1_FE_DBTC39_subbytes_data_o_21/Y,3,499.373322,94
sub1_FE_DBTC3_subbytes_data_o_9,INVx1_bottom,sub1_FE_DBTC3_subbytes_data_o_9/Y,3,561.305481,46
sub1_FE_DBTC40_subbytes_data_o_118,INVx1_bottom,sub1_FE_DBTC40_subbytes_data_o_118/Y,3,500.659729,100
sub1_FE_DBTC41_subbytes_data_o_86,INVx1_bottom,sub1_FE_DBTC41_subbytes_data_o_86/Y,3,501.506409,100
sub1_FE_DBTC42_subbytes_data_o_54,INVx1_bottom,sub1_FE_DBTC42_subbytes_data_o_54/Y,3,499.116089,100
sub1_FE_DBTC43_subbytes_data_o_22,INVx1_bottom,sub1_FE_DBTC43_subbytes_data_o_22/Y,3,499.534302,100
sub1_FE_DBTC44_subbytes_data_o_119,INVx1_bottom,sub1_FE_DBTC44_subbytes_data_o_119/Y,3,507.634552,100
sub1_FE_DBTC45_subbytes_data_o_87,INVx1_bottom,sub1_FE_DBTC45_subbytes_data_o_87/Y,3,506.273804,100
sub1_FE_DBTC46_subbytes_data_o_55,INVx1_bottom,sub1_FE_DBTC46_subbytes_data_o_55/Y,3,504.517761,100
sub1_FE_DBTC47_subbytes_data_o_23,INVx1_bottom,sub1_FE_DBTC47_subbytes_data_o_23/Y,3,498.847412,100
sub1_FE_DBTC48_subbytes_data_o_96,INVx1_bottom,sub1_FE_DBTC48_subbytes_data_o_96/Y,3,563.012390,46
sub1_FE_DBTC49_subbytes_data_o_64,INVx1_bottom,sub1_FE_DBTC49_subbytes_data_o_64/Y,3,559.814087,46
sub1_FE_DBTC4_subbytes_data_o_74,INVx1_bottom,sub1_FE_DBTC4_subbytes_data_o_74/Y,3,521.444153,46
sub1_FE_DBTC50_subbytes_data_o_32,INVx1_bottom,sub1_FE_DBTC50_subbytes_data_o_32/Y,3,556.891785,46
sub1_FE_DBTC51_subbytes_data_o_97,INVx1_bottom,sub1_FE_DBTC51_subbytes_data_o_97/Y,3,559.779724,46
sub1_FE_DBTC52_subbytes_data_o_65,INVx1_bottom,sub1_FE_DBTC52_subbytes_data_o_65/Y,3,559.394592,46
sub1_FE_DBTC53_subbytes_data_o_33,INVx1_bottom,sub1_FE_DBTC53_subbytes_data_o_33/Y,3,557.309998,46
sub1_FE_DBTC54_subbytes_data_o_98,INVx1_bottom,sub1_FE_DBTC54_subbytes_data_o_98/Y,3,517.715271,46
sub1_FE_DBTC55_subbytes_data_o_66,INVx1_bottom,sub1_FE_DBTC55_subbytes_data_o_66/Y,3,514.263550,46
sub1_FE_DBTC56_subbytes_data_o_34,INVx1_bottom,sub1_FE_DBTC56_subbytes_data_o_34/Y,3,513.511780,46
sub1_FE_DBTC57_subbytes_data_o_99,INVx1_bottom,sub1_FE_DBTC57_subbytes_data_o_99/Y,3,513.639709,46
sub1_FE_DBTC58_subbytes_data_o_67,INVx1_bottom,sub1_FE_DBTC58_subbytes_data_o_67/Y,3,514.955200,46
sub1_FE_DBTC59_subbytes_data_o_35,INVx1_bottom,sub1_FE_DBTC59_subbytes_data_o_35/Y,3,509.730713,46
sub1_FE_DBTC5_subbytes_data_o_10,INVx1_bottom,sub1_FE_DBTC5_subbytes_data_o_10/Y,3,512.138977,46
sub1_FE_DBTC60_subbytes_data_o_100,INVx1_bottom,sub1_FE_DBTC60_subbytes_data_o_100/Y,3,516.285889,46
sub1_FE_DBTC61_subbytes_data_o_68,INVx1_bottom,sub1_FE_DBTC61_subbytes_data_o_68/Y,3,514.562256,46
sub1_FE_DBTC62_subbytes_data_o_36,INVx1_bottom,sub1_FE_DBTC62_subbytes_data_o_36/Y,3,512.382019,46
sub1_FE_DBTC63_subbytes_data_o_101,INVx1_bottom,sub1_FE_DBTC63_subbytes_data_o_101/Y,3,501.386047,94
sub1_FE_DBTC64_subbytes_data_o_69,INVx1_bottom,sub1_FE_DBTC64_subbytes_data_o_69/Y,3,502.424988,94
sub1_FE_DBTC65_subbytes_data_o_37,INVx1_bottom,sub1_FE_DBTC65_subbytes_data_o_37/Y,3,499.327911,94
sub1_FE_DBTC66_subbytes_data_o_102,INVx1_bottom,sub1_FE_DBTC66_subbytes_data_o_102/Y,3,505.115234,100
sub1_FE_DBTC67_subbytes_data_o_70,INVx1_bottom,sub1_FE_DBTC67_subbytes_data_o_70/Y,3,505.045685,100
sub1_FE_DBTC68_subbytes_data_o_38,INVx1_bottom,sub1_FE_DBTC68_subbytes_data_o_38/Y,3,502.549500,100
sub1_FE_DBTC69_subbytes_data_o_103,INVx1_bottom,sub1_FE_DBTC69_subbytes_data_o_103/Y,3,510.034119,100
sub1_FE_DBTC6_subbytes_data_o_75,INVx1_bottom,sub1_FE_DBTC6_subbytes_data_o_75/Y,3,521.526550,46
sub1_FE_DBTC70_subbytes_data_o_71,INVx1_bottom,sub1_FE_DBTC70_subbytes_data_o_71/Y,3,508.713287,100
sub1_FE_DBTC71_subbytes_data_o_39,INVx1_bottom,sub1_FE_DBTC71_subbytes_data_o_39/Y,3,505.591522,100
sub1_FE_DBTC72_subbytes_data_o_104,INVx1_bottom,sub1_FE_DBTC72_subbytes_data_o_104/Y,3,565.335754,46
sub1_FE_DBTC73_subbytes_data_o_40,INVx1_bottom,sub1_FE_DBTC73_subbytes_data_o_40/Y,3,555.211914,46
sub1_FE_DBTC74_subbytes_data_o_105,INVx1_bottom,sub1_FE_DBTC74_subbytes_data_o_105/Y,3,564.255981,46
sub1_FE_DBTC75_subbytes_data_o_41,INVx1_bottom,sub1_FE_DBTC75_subbytes_data_o_41/Y,3,557.895203,46
sub1_FE_DBTC76_subbytes_data_o_106,INVx1_bottom,sub1_FE_DBTC76_subbytes_data_o_106/Y,3,521.009155,46
sub1_FE_DBTC77_subbytes_data_o_42,INVx1_bottom,sub1_FE_DBTC77_subbytes_data_o_42/Y,3,516.032898,46
sub1_FE_DBTC78_subbytes_data_o_107,INVx1_bottom,sub1_FE_DBTC78_subbytes_data_o_107/Y,3,522.574341,46
sub1_FE_DBTC79_subbytes_data_o_43,INVx1_bottom,sub1_FE_DBTC79_subbytes_data_o_43/Y,3,519.053467,46
sub1_FE_DBTC7_subbytes_data_o_11,INVx1_bottom,sub1_FE_DBTC7_subbytes_data_o_11/Y,3,516.649719,46
sub1_FE_DBTC80_subbytes_data_o_108,INVx1_bottom,sub1_FE_DBTC80_subbytes_data_o_108/Y,3,520.056641,46
sub1_FE_DBTC81_subbytes_data_o_44,INVx1_bottom,sub1_FE_DBTC81_subbytes_data_o_44/Y,3,519.517639,46
sub1_FE_DBTC82_subbytes_data_o_109,INVx1_bottom,sub1_FE_DBTC82_subbytes_data_o_109/Y,3,505.566467,94
sub1_FE_DBTC83_subbytes_data_o_45,INVx1_bottom,sub1_FE_DBTC83_subbytes_data_o_45/Y,3,501.132080,94
sub1_FE_DBTC84_subbytes_data_o_110,INVx1_bottom,sub1_FE_DBTC84_subbytes_data_o_110/Y,3,509.748749,100
sub1_FE_DBTC85_subbytes_data_o_46,INVx1_bottom,sub1_FE_DBTC85_subbytes_data_o_46/Y,3,505.883881,100
sub1_FE_DBTC86_subbytes_data_o_111,INVx1_bottom,sub1_FE_DBTC86_subbytes_data_o_111/Y,3,518.769653,100
sub1_FE_DBTC87_subbytes_data_o_47,INVx1_bottom,sub1_FE_DBTC87_subbytes_data_o_47/Y,3,508.319061,100
sub1_FE_DBTC8_subbytes_data_o_76,INVx1_bottom,sub1_FE_DBTC8_subbytes_data_o_76/Y,3,520.912109,46
sub1_FE_DBTC9_subbytes_data_o_12,INVx1_bottom,sub1_FE_DBTC9_subbytes_data_o_12/Y,3,519.313477,46
sub1_FE_OFC114_n4,BUFx3_bottom,sub1_FE_OFC114_n4/Y,36,519.745667,72
sub1_FE_OFC121_n76,BUFx2_bottom,sub1_FE_OFC121_n76/Y,8,594.351135,8
sub1_FE_OFC122_n207,BUFx2_bottom,sub1_FE_OFC122_n207/Y,9,578.348145,8
sub1_FE_OFC42_N33,BUFx2_bottom,sub1_FE_OFC42_N33/Y,11,169.431183,100
sub1_FE_OFC43_n512,BUFx4_bottom,sub1_FE_OFC43_n512/Y,32,900.000000,1
sub1_FE_OFC44_n512,BUFx4_bottom,sub1_FE_OFC44_n512/Y,32,900.000000,1
sub1_FE_OFC45_n249,BUFx3_bottom,sub1_FE_OFC45_n249/Y,16,200.812225,12
sub1_FE_OFC46_n251,BUFx2_bottom,sub1_FE_OFC46_n251/Y,16,199.693848,12
sub1_FE_OFC47_n253,BUFx2_bottom,sub1_FE_OFC47_n253/Y,16,192.103256,12
sub1_FE_OFC48_n255,BUFx2_bottom,sub1_FE_OFC48_n255/Y,16,187.957596,12
sub1_FE_OFC49_n259,BUFx2_bottom,sub1_FE_OFC49_n259/Y,16,187.516617,12
sub1_FE_OFC50_n263,BUFx2_bottom,sub1_FE_OFC50_n263/Y,16,208.897705,12
sub1_FE_OFC85_n5,BUFx4_bottom,sub1_FE_OFC85_n5/Y,57,574.029907,128
sub1_FE_OFC86_n68,BUFx2_bottom,sub1_FE_OFC86_n68/Y,8,599.377869,8
sub1_FE_OFC87_n134,BUFx2_bottom,sub1_FE_OFC87_n134/Y,5,589.925842,32
sub1_FE_OFC88_n140,BUFx2_bottom,sub1_FE_OFC88_n140/Y,9,616.795959,8
sub1_FE_OFC89_n237,BUFx2_bottom,sub1_FE_OFC89_n237/Y,9,617.762207,8
sub1_FE_OFC90_n513,BUFx2_bottom,sub1_FE_OFC90_n513/Y,11,156.333221,100
sub1_FE_OFC95_n63,BUFx2_bottom,sub1_FE_OFC95_n63/Y,8,598.586975,8
sub1_U10,AO22x1_bottom,sub1_U10/Y,1,24.638735,20
sub1_U100,NAND2xp5_bottom,sub1_U100/Y,1,200.812241,12
sub1_U101,AOI221xp5_bottom,sub1_U101/Y,1,215.251816,2
sub1_U102,OAI22xp5_bottom,sub1_U102/Y,1,215.251816,2
sub1_U103,NAND2xp5_bottom,sub1_U103/Y,1,199.693832,12
sub1_U104,AOI221xp5_bottom,sub1_U104/Y,1,213.822357,2
sub1_U105,OAI22xp5_bottom,sub1_U105/Y,1,213.822357,2
sub1_U106,NAND2xp5_bottom,sub1_U106/Y,1,578.348206,8
sub1_U107,AOI221xp5_bottom,sub1_U107/Y,1,215.456772,2
sub1_U108,OAI22xp5_bottom,sub1_U108/Y,1,215.456772,2
sub1_U109,NAND2xp5_bottom,sub1_U109/Y,9,563.129333,8
sub1_U11,AND2x2_bottom,sub1_U11/Y,8,160.932205,24
sub1_U110,AOI221xp5_bottom,sub1_U110/Y,1,216.403671,2
sub1_U111,OAI22xp5_bottom,sub1_U111/Y,1,216.403671,2
sub1_U112,NAND2x1_bottom,sub1_U112/Y,9,599.733093,8
sub1_U113,AOI221xp5_bottom,sub1_U113/Y,1,216.819229,2
sub1_U114,OAI22xp5_bottom,sub1_U114/Y,1,216.819229,2
sub1_U115,NAND2xp5_bottom,sub1_U115/Y,1,617.762207,8
sub1_U116,AOI221xp5_bottom,sub1_U116/Y,1,230.615250,2
sub1_U117,OAI22xp5_bottom,sub1_U117/Y,1,230.615250,2
sub1_U118,NAND2xp5_bottom,sub1_U118/Y,1,616.795959,8
sub1_U119,AOI221xp5_bottom,sub1_U119/Y,1,228.083115,2
sub1_U12,AOI221xp5_bottom,sub1_U12/Y,1,576.278809,2
sub1_U120,OAI22xp5_bottom,sub1_U120/Y,1,228.083115,2
sub1_U121,NAND2x1_bottom,sub1_U121/Y,9,592.768066,8
sub1_U122,AOI221xp5_bottom,sub1_U122/Y,1,229.657349,2
sub1_U123,OAI22xp5_bottom,sub1_U123/Y,1,229.657349,2
sub1_U124,NAND2x1_bottom,sub1_U124/Y,9,594.351135,8
sub1_U125,AOI221xp5_bottom,sub1_U125/Y,1,229.795959,2
sub1_U126,OAI22xp5_bottom,sub1_U126/Y,1,229.795959,2
sub1_U127,NAND2x1_bottom,sub1_U127/Y,9,589.925903,8
sub1_U128,AOI221xp5_bottom,sub1_U128/Y,1,229.783417,2
sub1_U129,OAI22xp5_bottom,sub1_U129/Y,1,229.783417,2
sub1_U13,AND2x2_bottom,sub1_U13/Y,1,641.059570,1
sub1_U130,NAND2x1_bottom,sub1_U130/Y,9,631.195496,8
sub1_U131,AOI221xp5_bottom,sub1_U131/Y,1,230.540146,2
sub1_U132,OAI22xp5_bottom,sub1_U132/Y,1,230.540146,2
sub1_U133,NAND2xp5_bottom,sub1_U133/Y,9,610.162720,8
sub1_U134,AOI221xp5_bottom,sub1_U134/Y,1,230.755310,2
sub1_U135,OAI22xp5_bottom,sub1_U135/Y,1,230.755310,2
sub1_U136,NAND2x1_bottom,sub1_U136/Y,9,645.315552,8
sub1_U137,AOI221xp5_bottom,sub1_U137/Y,1,231.935257,2
sub1_U138,OAI22xp5_bottom,sub1_U138/Y,1,231.935257,2
sub1_U139,NAND2x1_bottom,sub1_U139/Y,9,632.460876,8
sub1_U14,AOI221xp5_bottom,sub1_U14/Y,1,575.951172,2
sub1_U140,AOI221xp5_bottom,sub1_U140/Y,1,227.813553,2
sub1_U141,OAI22xp5_bottom,sub1_U141/Y,1,227.813599,2
sub1_U143,AOI221xp5_bottom,sub1_U143/Y,1,228.755737,2
sub1_U144,OAI22xp5_bottom,sub1_U144/Y,1,228.755737,2
sub1_U146,AOI221xp5_bottom,sub1_U146/Y,1,227.273926,2
sub1_U147,OAI22xp5_bottom,sub1_U147/Y,1,227.273926,2
sub1_U149,AOI221xp5_bottom,sub1_U149/Y,1,226.686447,2
sub1_U15,AND2x2_bottom,sub1_U15/Y,1,651.004333,1
sub1_U150,OAI22xp5_bottom,sub1_U150/Y,1,226.686447,2
sub1_U152,AOI221xp5_bottom,sub1_U152/Y,1,217.515732,2
sub1_U153,OAI22xp5_bottom,sub1_U153/Y,1,217.515732,2
sub1_U155,AOI221xp5_bottom,sub1_U155/Y,1,218.650482,2
sub1_U156,OAI22xp5_bottom,sub1_U156/Y,1,218.650482,2
sub1_U158,AOI221xp5_bottom,sub1_U158/Y,1,218.017776,2
sub1_U159,OAI22xp5_bottom,sub1_U159/Y,1,218.017776,2
sub1_U16,AOI221xp5_bottom,sub1_U16/Y,1,526.473999,2
sub1_U161,AOI221xp5_bottom,sub1_U161/Y,1,212.090622,2
sub1_U162,OAI22xp5_bottom,sub1_U162/Y,1,212.090622,2
sub1_U164,AOI221xp5_bottom,sub1_U164/Y,1,223.654922,2
sub1_U165,OAI22xp5_bottom,sub1_U165/Y,1,223.654922,2
sub1_U167,NAND2xp5_bottom,sub1_U167/Y,1,598.586975,8
sub1_U169,AOI221xp5_bottom,sub1_U169/Y,1,223.374710,2
sub1_U17,AND2x2_bottom,sub1_U17/Y,1,633.195984,1
sub1_U170,OAI22xp5_bottom,sub1_U170/Y,1,223.374710,2
sub1_U172,NAND2xp5_bottom,sub1_U172/Y,1,599.377869,8
sub1_U174,AOI221xp5_bottom,sub1_U174/Y,1,222.191437,2
sub1_U175,OAI22xp5_bottom,sub1_U175/Y,1,222.191437,2
sub1_U176,NAND2xp5_bottom,sub1_U176/Y,1,208.897690,12
sub1_U177,NAND2x1_bottom,sub1_U177/Y,8,592.768066,8
sub1_U178,NAND2xp5_bottom,sub1_U178/Y,1,187.516632,12
sub1_U179,AOI221xp5_bottom,sub1_U179/Y,1,223.412506,2
sub1_U18,AOI221xp5_bottom,sub1_U18/Y,1,572.748718,2
sub1_U180,OAI22xp5_bottom,sub1_U180/Y,1,223.412506,2
sub1_U181,NAND2x1p5_bottom,sub1_U181/Y,16,206.390320,12
sub1_U182,NAND2xp5_bottom,sub1_U182/Y,1,594.351135,8
sub1_U183,NAND2x1p5_bottom,sub1_U183/Y,16,202.082184,12
sub1_U184,NOR2x1_bottom,sub1_U184/Y,4,605.580566,32
sub1_U185,OAI22xp5_bottom,sub1_U185/Y,1,276.897614,2
sub1_U186,OAI22xp5_bottom,sub1_U186/Y,1,277.339203,2
sub1_U187,OAI22xp5_bottom,sub1_U187/Y,1,284.183624,2
sub1_U188,OAI22xp5_bottom,sub1_U188/Y,1,296.225494,2
sub1_U189,OAI22xp5_bottom,sub1_U189/Y,1,297.872009,2
sub1_U19,AND2x2_bottom,sub1_U19/Y,1,647.273560,1
sub1_U190,OAI22xp5_bottom,sub1_U190/Y,1,276.788818,2
sub1_U191,OAI22xp5_bottom,sub1_U191/Y,1,281.897827,2
sub1_U192,OAI22xp5_bottom,sub1_U192/Y,1,288.097656,2
sub1_U195,AOI21xp5_bottom,sub1_U195/Y,1,218.518097,2
sub1_U196,OAI22xp5_bottom,sub1_U196/Y,1,218.518097,2
sub1_U198,AOI221xp5_bottom,sub1_U198/Y,1,213.610352,2
sub1_U199,OAI22xp5_bottom,sub1_U199/Y,1,213.610352,2
sub1_U20,AOI221xp5_bottom,sub1_U20/Y,1,529.065735,2
sub1_U201,AOI21xp5_bottom,sub1_U201/Y,1,214.813995,2
sub1_U202,OAI22xp5_bottom,sub1_U202/Y,1,214.814056,2
sub1_U203,TIEHIx1_bottom,sub1_U203/H,72,900.000000,1
sub1_U204,AOI21xp5_bottom,sub1_U204/Y,1,221.988205,2
sub1_U205,OAI22xp5_bottom,sub1_U205/Y,1,221.988205,2
sub1_U206,AND2x2_bottom,sub1_U206/Y,2,187.516632,12
sub1_U207,AOI221xp5_bottom,sub1_U207/Y,1,214.215195,2
sub1_U208,OAI22xp5_bottom,sub1_U208/Y,1,214.215195,2
sub1_U209,NOR2x1_bottom,sub1_U209/Y,1,62.392426,20
sub1_U21,AND2x2_bottom,sub1_U21/Y,1,636.467407,1
sub1_U210,AOI21xp5_bottom,sub1_U210/Y,1,219.733063,2
sub1_U211,OAI22xp5_bottom,sub1_U211/Y,1,219.733063,2
sub1_U212,AND2x2_bottom,sub1_U212/Y,2,202.082169,12
sub1_U213,AOI21xp5_bottom,sub1_U213/Y,1,222.209198,2
sub1_U214,OAI22xp5_bottom,sub1_U214/Y,1,222.209198,2
sub1_U215,OAI21xp5_bottom,sub1_U215/Y,1,57.163662,20
sub1_U216,AOI221xp5_bottom,sub1_U216/Y,1,218.888519,2
sub1_U217,OAI22xp5_bottom,sub1_U217/Y,1,218.888519,2
